,Unnamed: 0,categorie,charges_annuelles,copropriete_en_difficulte,date_de_construction,etage,mode_chauffage,nature_chauffage,nb_etages,nb_lots,postal_code,price,surface,Unnamed: 0,mode_chauffage,nb_chambres,nb_piece
881,881,Moins de 10 ans,600 €,non,2014.0,RDC,Individuel,Gaz,4.0,19.0,acheres-78260,"
                                                                            195 000 €
                                                                    ",37.68 m²,881,Individuel,1.0,2.0
882,882,Ancien,2388 €,non,1972.0,6,Collectif,Gaz,10.0,256.0,marly-le-roi-78160,"
                                                                            195 000 €
                                                                    ",50 m²,882,Collectif,1.0,2.0
883,883,Ancien,480 €,non,1900.0,4,Individuel,Electrique,4.0,15.0,versailles-78000,"
                                                                            195 000 €
                                                                    ",27 m²,883,Individuel,,1.0
884,884,,,,,,,,,,mantes-la-jolie-78200,,,884,,,
885,885,Ancien,2484 €,non,1970.0,RDC,Individuel,Gaz,3.0,97.0,maurecourt-78780,"
                                                                            199 000 €
                                                                    ",68.77 m²,885,Individuel,2.0,3.0
886,886,,1200 €,non,1997.0,1,Individuel,Electrique,4.0,51.0,poissy-78300,"
                                                                            199 000 €
                                                                    ",48.23 m²,886,Individuel,1.0,2.0
887,887,Ancien,1584 €,non,2009.0,1,Individuel,Electrique,2.0,70.0,conflans-sainte-honorine-78700,"
                                                                            199 000 €
                                                                    ",59.25 m²,887,Individuel,2.0,3.0
888,888,Récent,1200 €,non,2008.0,2,Individuel,Electrique,4.0,89.0,poissy-78300,"
                                                                            199 000 €
                                                                    ",50.39 m²,888,Individuel,1.0,2.0
889,889,Ancien,360 €,non,1900.0,2,,,4.0,4.0,bougival-78380,"
                                                                            199 000 €
                                                                    ",44.79 m²,889,,1.0,2.0
890,890,Ancien,2640 €,non,1980.0,1,Collectif,Gaz,3.0,220.0,sartrouville-78500,"
                                                                            199 000 €
                                                                    ",82.2 m²,890,Collectif,3.0,4.0
891,891,,660 €,non,2017.0,1,Individuel,Electrique,3.0,17.0,saint-remy-les-chevreuse-78470,"
                                                                            199 500 €
                                                                    ",50.9 m²,891,Individuel,1.0,2.0
892,892,,1752 €,non,,1,Collectif,Gaz,4.0,55.0,saint-germain-en-laye-78100,"
                                                                            200 000 €
                                                                    ",53 m²,892,Collectif,1.0,3.0
893,893,Moins de 10 ans,2616 €,non,2015.0,2,Collectif,Gaz,2.0,91.0,trappes-78190,"
                                                                            203 000 €
                                                                    ",63 m²,893,Collectif,3.0,3.0
